diseaseId	name	targetId	score	evidenceCount
EFO_0000249	Alzheimer's disease	ENSG00000101363	0.00912408682542005	3
EFO_0000249	Alzheimer's disease	ENSG00000101365	0.00606621820547674	4
EFO_0000249	Alzheimer's disease	ENSG00000082701	0.128984534907044	644
EFO_0000249	Alzheimer's disease	ENSG00000101040	0.00116208784282923	1
EFO_0000249	Alzheimer's disease	ENSG00000101076	0.00792543466157194	3
EFO_0000249	Alzheimer's disease	ENSG00000101079	0.00812477169115034	2
EFO_0000249	Alzheimer's disease	ENSG00000101096	0.00886991651243284	2
EFO_0000249	Alzheimer's disease	ENSG00000101126	0.0630652261336121	26
EFO_0000249	Alzheimer's disease	ENSG00000101134	0.00417079104594424	2
EFO_0000249	Alzheimer's disease	ENSG00000101144	0.0106302223088191	4
EFO_0000249	Alzheimer's disease	ENSG00000101150	0.00417120992215112	2
EFO_0000249	Alzheimer's disease	ENSG00000101152	0.0220769862257123	13
EFO_0000249	Alzheimer's disease	ENSG00000101160	0.0739159709369404	1
EFO_0000249	Alzheimer's disease	ENSG00000101161	0.00343375337847563	2
EFO_0000249	Alzheimer's disease	ENSG00000101162	0.00665243738432463	1
EFO_0000249	Alzheimer's disease	ENSG00000101180	0.117854892638114	67
EFO_0000249	Alzheimer's disease	ENSG00000101187	0.0039180867776652	1
EFO_0000249	Alzheimer's disease	ENSG00000101188	0.0119454242990907	7
EFO_0000249	Alzheimer's disease	ENSG00000101198	0.00912729773288882	2
EFO_0000249	Alzheimer's disease	ENSG00000101200	0.0265289443334191	10
EFO_0000249	Alzheimer's disease	ENSG00000101204	0.426165641962463	249
EFO_0000249	Alzheimer's disease	ENSG00000101210	0.0149982147230035	7
EFO_0000249	Alzheimer's disease	ENSG00000101224	0.371982123740152	2
EFO_0000249	Alzheimer's disease	ENSG00000101247	0.00267499448369559	1
EFO_0000249	Alzheimer's disease	ENSG00000101255	0.00406537840153172	2
EFO_0000249	Alzheimer's disease	ENSG00000101265	0.00730663435293546	1
EFO_0000249	Alzheimer's disease	ENSG00000091317	0.00660300765629131	1
EFO_0000249	Alzheimer's disease	ENSG00000091409	0.00474478601309064	1
EFO_0000249	Alzheimer's disease	ENSG00000148229	0.00168542140246165	1
EFO_0000249	Alzheimer's disease	ENSG00000148334	0.00295663883747761	1
EFO_0000249	Alzheimer's disease	ENSG00000148335	0.00503722197830658	1
EFO_0000249	Alzheimer's disease	ENSG00000148337	0.0267945394646409	3
EFO_0000249	Alzheimer's disease	ENSG00000148341	0.00886991651243284	1
EFO_0000249	Alzheimer's disease	ENSG00000148344	0.0418970768588043	9
EFO_0000249	Alzheimer's disease	ENSG00000148346	0.107085473901194	17
EFO_0000249	Alzheimer's disease	ENSG00000148356	0.00221747912810821	1
EFO_0000249	Alzheimer's disease	ENSG00000148400	0.0953786196247647	35
EFO_0000249	Alzheimer's disease	ENSG00000148408	0.100607849330835	3
EFO_0000249	Alzheimer's disease	ENSG00000148411	0.0115114569195659	2
EFO_0000249	Alzheimer's disease	ENSG00000148426	0.0477757541551384	7
EFO_0000249	Alzheimer's disease	ENSG00000148429	0.316816948684161	7
EFO_0000249	Alzheimer's disease	ENSG00000148450	0.0129727695791585	4
EFO_0000249	Alzheimer's disease	ENSG00000148459	0.00739159709369404	1
EFO_0000249	Alzheimer's disease	ENSG00000101384	0.0771391391015701	6
EFO_0000249	Alzheimer's disease	ENSG00000101405	0.0393946463760319	16
EFO_0000249	Alzheimer's disease	ENSG00000101412	0.00369579854684702	1
EFO_0000249	Alzheimer's disease	ENSG00000101421	0.00340237342160472	1
EFO_0000249	Alzheimer's disease	ENSG00000101425	0.00295663883747761	1
EFO_0000249	Alzheimer's disease	ENSG00000101438	0.0124195759375531	7
EFO_0000249	Alzheimer's disease	ENSG00000101439	0.0806309180582585	99
EFO_0000249	Alzheimer's disease	ENSG00000101441	0.0153752333995092	12
EFO_0000249	Alzheimer's disease	ENSG00000101460	0.0521824275383915	27
EFO_0000249	Alzheimer's disease	ENSG00000101464	0.00248973515743978	1
EFO_0000249	Alzheimer's disease	ENSG00000101473	0.00708354797389704	1
EFO_0000249	Alzheimer's disease	ENSG00000101474	0.0147553136999166	3
EFO_0000249	Alzheimer's disease	ENSG00000101544	0.00776117694837874	2
EFO_0000249	Alzheimer's disease	ENSG00000101557	0.00548990341919975	5
EFO_0000249	Alzheimer's disease	ENSG00000101558	0.00221747912810821	1
EFO_0000249	Alzheimer's disease	ENSG00000101577	0.00225438825614433	1
EFO_0000249	Alzheimer's disease	ENSG00000101596	0.00679900783673826	1
EFO_0000249	Alzheimer's disease	ENSG00000101665	0.00258705898279291	2
EFO_0000249	Alzheimer's disease	ENSG00000101670	0.325298361001822	1
EFO_0000249	Alzheimer's disease	ENSG00000101680	0.00443495825621642	2
EFO_0000249	Alzheimer's disease	ENSG00000079691	0.00380331670970921	1
EFO_0000249	Alzheimer's disease	ENSG00000079739	0.00668730369837633	4
EFO_0000249	Alzheimer's disease	ENSG00000101849	0.0134136166089151	2
EFO_0000249	Alzheimer's disease	ENSG00000101856	0.0278997966824273	16
EFO_0000249	Alzheimer's disease	ENSG00000101871	0.00739159709369404	1
EFO_0000249	Alzheimer's disease	ENSG00000101901	0.00369579854684702	1
EFO_0000249	Alzheimer's disease	ENSG00000101911	0.00242498852359718	2
EFO_0000249	Alzheimer's disease	ENSG00000101916	0.04952370052775	1
EFO_0000249	Alzheimer's disease	ENSG00000101938	0.00316212512536392	1
EFO_0000249	Alzheimer's disease	ENSG00000101966	0.025913694906899	7
EFO_0000249	Alzheimer's disease	ENSG00000080371	0.00503829707762287	3
EFO_0000249	Alzheimer's disease	ENSG00000080493	0.00322317786039378	2
EFO_0000249	Alzheimer's disease	ENSG00000080503	0.00751292081341252	3
EFO_0000249	Alzheimer's disease	ENSG00000080546	0.00295663883747761	1
EFO_0000249	Alzheimer's disease	ENSG00000080573	0.00568758702587571	2
EFO_0000249	Alzheimer's disease	ENSG00000080603	0.0258705898279291	1
EFO_0000249	Alzheimer's disease	ENSG00000080644	0.00739159709369404	1
EFO_0000249	Alzheimer's disease	ENSG00000080709	0.00524035822478704	1
EFO_0000249	Alzheimer's disease	ENSG00000080802	0.00400995359354234	1
EFO_0000249	Alzheimer's disease	ENSG00000080815	0.436674459970802	1677
EFO_0000249	Alzheimer's disease	ENSG00000080824	0.0236274205571075	12
EFO_0000249	Alzheimer's disease	ENSG00000080839	0.00369579854684702	1
EFO_0000249	Alzheimer's disease	ENSG00000081014	0.00960907622180225	1
EFO_0000249	Alzheimer's disease	ENSG00000081019	0.00139107232582803	1
EFO_0000249	Alzheimer's disease	ENSG00000081026	0.00513857733782535	2
EFO_0000249	Alzheimer's disease	ENSG00000081041	0.00147831941873881	1
EFO_0000249	Alzheimer's disease	ENSG00000081051	0.00369579854684702	1
EFO_0000249	Alzheimer's disease	ENSG00000081181	0.0186637826615774	2
EFO_0000249	Alzheimer's disease	ENSG00000081189	0.0892759293637362	28
EFO_0000249	Alzheimer's disease	ENSG00000081237	0.0354781312306936	24
EFO_0000249	Alzheimer's disease	ENSG00000081248	0.259629847916003	2
EFO_0000249	Alzheimer's disease	ENSG00000081320	0.00642776541818519	1
EFO_0000249	Alzheimer's disease	ENSG00000102271	0.00369579854684702	1
EFO_0000249	Alzheimer's disease	ENSG00000102287	0.0840794169407697	3
EFO_0000249	Alzheimer's disease	ENSG00000102290	0.0208150265429396	7
EFO_0000249	Alzheimer's disease	ENSG00000102312	0.00509406531799686	1
EFO_0000249	Alzheimer's disease	ENSG00000102316	0.00147831941873881	1
EFO_0000249	Alzheimer's disease	ENSG00000102317	0.0526936244718902	9
EFO_0000249	Alzheimer's disease	ENSG00000089280	0.0102220159055588	19
EFO_0000249	Alzheimer's disease	ENSG00000089289	0.0330102241629275	17
EFO_0000249	Alzheimer's disease	ENSG00000089335	0.00502832514597555	1
EFO_0000249	Alzheimer's disease	ENSG00000089472	0.025053950486368	5
EFO_0000249	Alzheimer's disease	ENSG00000089597	0.00739159709369404	1
EFO_0000249	Alzheimer's disease	ENSG00000089685	0.00349047640535552	3
EFO_0000249	Alzheimer's disease	ENSG00000089692	0.00147831941873881	1
EFO_0000249	Alzheimer's disease	ENSG00000089693	0.0041298085321927	1
EFO_0000249	Alzheimer's disease	ENSG00000089737	0.00371798036005549	1
EFO_0000249	Alzheimer's disease	ENSG00000089818	0.00673420024900638	4
EFO_0000249	Alzheimer's disease	ENSG00000089902	0.00295663883747761	1
EFO_0000249	Alzheimer's disease	ENSG00000089916	0.01065237255542	2
EFO_0000249	Alzheimer's disease	ENSG00000090006	0.00488135654985087	1
EFO_0000249	Alzheimer's disease	ENSG00000090013	0.00693489248353704	2
EFO_0000249	Alzheimer's disease	ENSG00000090054	0.00147831941873881	1
EFO_0000249	Alzheimer's disease	ENSG00000090104	0.00505657511449502	6
EFO_0000249	Alzheimer's disease	ENSG00000090238	0.0206551759849426	2
EFO_0000249	Alzheimer's disease	ENSG00000090263	0.00391719157415314	1
EFO_0000249	Alzheimer's disease	ENSG00000090266	0.00369579854684702	1
EFO_0000249	Alzheimer's disease	ENSG00000090316	0.00441442604206727	3
EFO_0000249	Alzheimer's disease	ENSG00000090339	0.0402475274905418	48
EFO_0000249	Alzheimer's disease	ENSG00000090376	0.00461974818355877	2
EFO_0000249	Alzheimer's disease	ENSG00000090382	0.0162013542186699	6
EFO_0000249	Alzheimer's disease	ENSG00000090512	0.0108820734990496	3
EFO_0000249	Alzheimer's disease	ENSG00000090534	0.00739159709369404	1
EFO_0000249	Alzheimer's disease	ENSG00000090539	0.0184789927342351	1
EFO_0000249	Alzheimer's disease	ENSG00000090554	0.0110873956405411	2
EFO_0000249	Alzheimer's disease	ENSG00000090565	0.0129940446929475	4
EFO_0000249	Alzheimer's disease	ENSG00000090659	0.00221747912810821	1
EFO_0000249	Alzheimer's disease	ENSG00000090674	0.0155654589757273	7
EFO_0000249	Alzheimer's disease	ENSG00000090776	0.00369579854684702	1
EFO_0000249	Alzheimer's disease	ENSG00000090861	0.0040639198971751	1
EFO_0000249	Alzheimer's disease	ENSG00000090863	0.00805856888837722	4
EFO_0000249	Alzheimer's disease	ENSG00000090889	0.00221747912810821	1
EFO_0000249	Alzheimer's disease	ENSG00000090905	0.179920953201763	3
EFO_0000249	Alzheimer's disease	ENSG00000090989	0.00594626846513293	2
EFO_0000249	Alzheimer's disease	ENSG00000091009	0.0224229672210157	1
EFO_0000249	Alzheimer's disease	ENSG00000091010	0.0629596135296763	1
EFO_0000249	Alzheimer's disease	ENSG00000091106	0.00809686607897399	7
EFO_0000249	Alzheimer's disease	ENSG00000091129	0.0170541302322962	10
EFO_0000249	Alzheimer's disease	ENSG00000091136	0.00279522645511811	3
EFO_0000249	Alzheimer's disease	ENSG00000091137	0.0229139509904515	1
EFO_0000249	Alzheimer's disease	ENSG00000091138	0.00408648758002417	2
EFO_0000249	Alzheimer's disease	ENSG00000091140	0.0188016300565979	7
EFO_0000249	Alzheimer's disease	ENSG00000091157	0.00771027535938502	3
EFO_0000249	Alzheimer's disease	ENSG00000091164	0.00355313313385763	1
EFO_0000249	Alzheimer's disease	ENSG00000143761	0.00267998607750441	1
EFO_0000249	Alzheimer's disease	ENSG00000143768	0.00369579854684702	1
EFO_0000249	Alzheimer's disease	ENSG00000143772	0.0860253649707392	6
EFO_0000249	Alzheimer's disease	ENSG00000143774	0.00240303971248656	1
EFO_0000249	Alzheimer's disease	ENSG00000143776	0.00299945531903492	2
EFO_0000249	Alzheimer's disease	ENSG00000143786	0.00274078981665042	1
EFO_0000249	Alzheimer's disease	ENSG00000143799	0.0762729957618073	16
EFO_0000249	Alzheimer's disease	ENSG00000143801	0.414467284620975	508
EFO_0000249	Alzheimer's disease	ENSG00000143815	0.00369579854684702	1
EFO_0000249	Alzheimer's disease	ENSG00000143819	0.0192900151931265	4
EFO_0000249	Alzheimer's disease	ENSG00000143839	0.0221316126562108	52
EFO_0000249	Alzheimer's disease	ENSG00000143845	0.00147831941873881	1
EFO_0000249	Alzheimer's disease	ENSG00000143847	0.00362102822499854	1
EFO_0000249	Alzheimer's disease	ENSG00000143858	0.00147831941873881	1
EFO_0000249	Alzheimer's disease	ENSG00000143870	0.0167934825071636	4
EFO_0000249	Alzheimer's disease	ENSG00000143878	0.0105568915853151	2
EFO_0000249	Alzheimer's disease	ENSG00000143889	0.00295663883747761	1
EFO_0000249	Alzheimer's disease	ENSG00000143921	0.0120113452772528	2
EFO_0000249	Alzheimer's disease	ENSG00000143933	0.0520898606033545	2
EFO_0000249	Alzheimer's disease	ENSG00000143947	0.00461974818355877	2
EFO_0000249	Alzheimer's disease	ENSG00000143952	0.00704700919126424	1
EFO_0000249	Alzheimer's disease	ENSG00000143995	0.00369579854684702	1
EFO_0000249	Alzheimer's disease	ENSG00000144035	0.0334469768489655	2
EFO_0000249	Alzheimer's disease	ENSG00000144036	0.00352744228594052	1
EFO_0000249	Alzheimer's disease	ENSG00000144040	0.0021802194730171	1
EFO_0000249	Alzheimer's disease	ENSG00000144061	0.00221747912810821	1
EFO_0000249	Alzheimer's disease	ENSG00000144118	0.00351100861950467	2
EFO_0000249	Alzheimer's disease	ENSG00000144136	0.00493941396372203	1
EFO_0000249	Alzheimer's disease	ENSG00000144191	0.00147831941873881	1
EFO_0000249	Alzheimer's disease	ENSG00000144218	0.00124255814857282	1
EFO_0000249	Alzheimer's disease	ENSG00000144224	0.00976756919028756	4
EFO_0000249	Alzheimer's disease	ENSG00000144227	0.00227159982353641	1
EFO_0000249	Alzheimer's disease	ENSG00000144230	0.00332621869216232	2
EFO_0000249	Alzheimer's disease	ENSG00000144283	0.00267286275067472	1
EFO_0000249	Alzheimer's disease	ENSG00000144285	0.479098741940376	15
EFO_0000249	Alzheimer's disease	ENSG00000144306	0.00357272898438919	2
EFO_0000249	Alzheimer's disease	ENSG00000144331	0.00108331376054697	1
EFO_0000249	Alzheimer's disease	ENSG00000101843	0.00932835756732259	2
EFO_0000249	Alzheimer's disease	ENSG00000101846	0.00605514929562063	2
EFO_0000249	Alzheimer's disease	ENSG00000144355	0.00315705865951112	1
EFO_0000249	Alzheimer's disease	ENSG00000144366	0.00295663883747761	1
EFO_0000249	Alzheimer's disease	ENSG00000144381	0.0151952757253615	6
EFO_0000249	Alzheimer's disease	ENSG00000144406	0.00571305895066644	4
EFO_0000249	Alzheimer's disease	ENSG00000144407	0.00188272852933083	2
EFO_0000249	Alzheimer's disease	ENSG00000144452	0.00734026655832116	4
EFO_0000249	Alzheimer's disease	ENSG00000144468	0.00147831941873881	1
EFO_0000249	Alzheimer's disease	ENSG00000144476	0.00694508058672896	5
EFO_0000249	Alzheimer's disease	ENSG00000101974	0.00523382808889794	2
EFO_0000249	Alzheimer's disease	ENSG00000101977	0.00474103499055742	2
EFO_0000249	Alzheimer's disease	ENSG00000102001	0.258705898279291	1
EFO_0000249	Alzheimer's disease	ENSG00000102003	0.07723775454615	149
EFO_0000249	Alzheimer's disease	ENSG00000102030	0.0046144203232245	1
EFO_0000249	Alzheimer's disease	ENSG00000102032	0.0157096842144651	23
EFO_0000249	Alzheimer's disease	ENSG00000102034	0.00147831941873881	1
EFO_0000249	Alzheimer's disease	ENSG00000102048	0.0247413180497259	3
EFO_0000249	Alzheimer's disease	ENSG00000102054	0.00451123309053349	1
EFO_0000249	Alzheimer's disease	ENSG00000102078	0.00295663883747761	1
EFO_0000249	Alzheimer's disease	ENSG00000102081	0.0817921676888083	25
EFO_0000249	Alzheimer's disease	ENSG00000102103	0.0484972662411071	2
EFO_0000249	Alzheimer's disease	ENSG00000102109	0.016088622892559	10
EFO_0000249	Alzheimer's disease	ENSG00000102119	0.00406537840153172	2
EFO_0000249	Alzheimer's disease	ENSG00000102158	0.00450512845846084	1
EFO_0000249	Alzheimer's disease	ENSG00000102181	0.0082666341649253	2
EFO_0000249	Alzheimer's disease	ENSG00000102189	0.0657084236529591	5
EFO_0000249	Alzheimer's disease	ENSG00000102226	0.00902918065070219	1
EFO_0000249	Alzheimer's disease	ENSG00000102230	0.00553076673964949	1
EFO_0000249	Alzheimer's disease	ENSG00000102241	0.00404115520331138	1
EFO_0000249	Alzheimer's disease	ENSG00000102245	0.0963147879890675	64
EFO_0000249	Alzheimer's disease	ENSG00000102265	0.0584512933339896	27
EFO_0000249	Alzheimer's disease	ENSG00000144852	0.0112516533537343	3
EFO_0000249	Alzheimer's disease	ENSG00000144857	0.00201460958718914	1
EFO_0000249	Alzheimer's disease	ENSG00000144867	0.00380330070041877	1
EFO_0000249	Alzheimer's disease	ENSG00000144891	0.0892066826351417	29
EFO_0000249	Alzheimer's disease	ENSG00000144893	0.00184789927342351	2
EFO_0000249	Alzheimer's disease	ENSG00000144895	0.0368347921835753	3
EFO_0000249	Alzheimer's disease	ENSG00000144908	0.0566903866003361	4
EFO_0000249	Alzheimer's disease	ENSG00000144909	0.00243409350790119	1
EFO_0000249	Alzheimer's disease	ENSG00000144935	0.00626232531549078	3
EFO_0000249	Alzheimer's disease	ENSG00000144959	0.0192181524436045	1
EFO_0000249	Alzheimer's disease	ENSG00000145012	0.0103795555009573	4
EFO_0000249	Alzheimer's disease	ENSG00000145014	0.00171939123599618	1
EFO_0000249	Alzheimer's disease	ENSG00000145016	0.00147831941873881	1
EFO_0000249	Alzheimer's disease	ENSG00000145050	0.00201215698661671	3
EFO_0000249	Alzheimer's disease	ENSG00000145087	0.0052879772123274	1
EFO_0000249	Alzheimer's disease	ENSG00000145147	0.00130823806829448	1
EFO_0000249	Alzheimer's disease	ENSG00000145191	0.00813075680306344	2
EFO_0000249	Alzheimer's disease	ENSG00000145192	0.0190142675571034	5
EFO_0000249	Alzheimer's disease	ENSG00000145194	0.00604208193442651	10
EFO_0000249	Alzheimer's disease	ENSG00000145216	0.00175524506145392	1
EFO_0000249	Alzheimer's disease	ENSG00000145242	0.00375978335113928	2
EFO_0000249	Alzheimer's disease	ENSG00000145247	0.00842644620974324	3
EFO_0000249	Alzheimer's disease	ENSG00000145248	0.0174318498126284	3
EFO_0000249	Alzheimer's disease	ENSG00000145284	0.0200918994844378	5
EFO_0000249	Alzheimer's disease	ENSG00000145293	0.00356331545513905	1
EFO_0000249	Alzheimer's disease	ENSG00000145321	0.0247884269104548	8
EFO_0000249	Alzheimer's disease	ENSG00000145335	0.103963459401508	339
EFO_0000249	Alzheimer's disease	ENSG00000145349	0.00813075680306344	1
EFO_0000249	Alzheimer's disease	ENSG00000145354	0.0818291386034393	7
EFO_0000249	Alzheimer's disease	ENSG00000145358	0.00596666985479489	4
EFO_0000249	Alzheimer's disease	ENSG00000145362	0.0212444137179717	3
EFO_0000249	Alzheimer's disease	ENSG00000145365	0.00126771763164889	1
EFO_0000249	Alzheimer's disease	ENSG00000145384	0.0094242862944599	2
EFO_0000249	Alzheimer's disease	ENSG00000145386	0.0267126159301858	6
EFO_0000249	Alzheimer's disease	ENSG00000145388	0.0245770603365327	2
EFO_0000249	Alzheimer's disease	ENSG00000145416	0.00234912800411992	1
EFO_0000249	Alzheimer's disease	ENSG00000145423	0.00369937686777397	1
EFO_0000249	Alzheimer's disease	ENSG00000145425	0.00406537840153172	2
EFO_0000249	Alzheimer's disease	ENSG00000145428	0.00964365112501832	2
EFO_0000249	Alzheimer's disease	ENSG00000145451	0.00838911933381586	10
EFO_0000249	Alzheimer's disease	ENSG00000145476	0.00147831941873881	1
EFO_0000249	Alzheimer's disease	ENSG00000145494	0.00561797977594317	3
EFO_0000249	Alzheimer's disease	ENSG00000145526	0.00768375026743219	2
EFO_0000249	Alzheimer's disease	ENSG00000145545	0.00462789031524988	3
EFO_0000249	Alzheimer's disease	ENSG00000145555	0.00927507957846322	3
EFO_0000249	Alzheimer's disease	ENSG00000145623	0.00626684385954275	3
EFO_0000249	Alzheimer's disease	ENSG00000145626	0.00369579854684702	1
EFO_0000249	Alzheimer's disease	ENSG00000145632	0.0787134406720307	14
EFO_0000249	Alzheimer's disease	ENSG00000145649	0.00406537840153172	2
EFO_0000249	Alzheimer's disease	ENSG00000145675	0.0406822986514978	7
EFO_0000249	Alzheimer's disease	ENSG00000145681	0.00406537840153172	2
EFO_0000249	Alzheimer's disease	ENSG00000145685	0.00369579854684702	1
EFO_0000249	Alzheimer's disease	ENSG00000145692	0.00739159709369404	1
EFO_0000249	Alzheimer's disease	ENSG00000145700	0.274413639529226	1
EFO_0000249	Alzheimer's disease	ENSG00000145708	0.0262401696826138	2
EFO_0000249	Alzheimer's disease	ENSG00000145715	0.00739159709369404	1
EFO_0000249	Alzheimer's disease	ENSG00000145721	0.00642887667953899	1
EFO_0000249	Alzheimer's disease	ENSG00000145725	0.00224865385175576	1
EFO_0000249	Alzheimer's disease	ENSG00000145730	0.00929793496722177	3
EFO_0000249	Alzheimer's disease	ENSG00000145734	0.00368173393959306	2
EFO_0000249	Alzheimer's disease	ENSG00000145741	0.0062268150162046	2
EFO_0000249	Alzheimer's disease	ENSG00000145743	0.00970255566852534	2
EFO_0000249	Alzheimer's disease	ENSG00000145782	0.0477818375696635	8
EFO_0000249	Alzheimer's disease	ENSG00000145794	0.0141689966719246	4
EFO_0000249	Alzheimer's disease	ENSG00000145817	0.00122962914149649	1
EFO_0000249	Alzheimer's disease	ENSG00000145824	0.00559400470394486	3
EFO_0000249	Alzheimer's disease	ENSG00000145839	0.00702201723900933	2
EFO_0000249	Alzheimer's disease	ENSG00000145850	0.0482301710363536	2
EFO_0000249	Alzheimer's disease	ENSG00000145863	0.0840794169407697	3
EFO_0000249	Alzheimer's disease	ENSG00000145864	0.0854344686595088	5
EFO_0000249	Alzheimer's disease	ENSG00000145882	0.00932132848748513	7
EFO_0000249	Alzheimer's disease	ENSG00000145907	0.019012830302113	3
EFO_0000249	Alzheimer's disease	ENSG00000145912	0.00534141547220609	3
EFO_0000249	Alzheimer's disease	ENSG00000145920	0.0291762763059423	3
EFO_0000249	Alzheimer's disease	ENSG00000145934	0.0357261958590415	2
EFO_0000249	Alzheimer's disease	ENSG00000145979	0.00736694844894482	5
EFO_0000249	Alzheimer's disease	ENSG00000145996	0.00868512658509049	2
